sheet,category,code,name,tier,unit_price,hours,equipment,hourly_rate,material_mark_up,description
Boiler,Pumps,ACR0240,Replace existing pump 1/25 hp,STANDARD,855.06,0.7,173.59,840.00,267.06,Replace existing pump with new Grundfos 120v Ciculation pump (not potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 1/25 hp,RUMI,950.07,0.7,173.59,840.00,267.06,Replace existing pump with new Grundfos 120v Ciculation pump (not potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 1/7 hp,MEMBER,1160.13,0.7,490.72,840.00,701.03,Replace existing pump with new Grundfos 120v Ciculation pump (not potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 1/7 hp,STANDARD,1289.03,0.7,490.72,840.00,701.03,Replace existing pump with new Grundfos 120v Ciculation pump (not potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 1/7 hp,RUMI,1432.25,0.7,490.72,840.00,701.03,Replace existing pump with new Grundfos 120v Ciculation pump (not potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 10-16 - Potable Water,MEMBER,948.18,0.7,325.87,840.00,465.53,Replace existing pump with new Grundfos 120v Ciculation pump (potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 10-16 - Potable Water,STANDARD,1053.53,0.7,325.87,840.00,465.53,Replace existing pump with new Grundfos 120v Ciculation pump (potable water safe)
Boiler,Pumps,ACR0240,Replace existing pump 10-16 - Potable Water,RUMI,1170.59,0.7,325.87,840.00,465.53,Replace existing pump with new Grundfos 120v Ciculation pump (potable water safe)
Boiler,Pumps,ACR0240,Replace gaskets on pump flanges,MEMBER,191.63,0.2,29.20,840.00,44.92,Replace valves on the flanges
Boiler,Pumps,ACR0240,Replace gaskets on pump flanges,STANDARD,212.92,0.2,29.20,840.00,44.92,Replace valves on the flanges
Boiler,Pumps,ACR0240,Replace gaskets on pump flanges,RUMI,236.58,0.2,29.20,840.00,44.92,Replace valves on the flanges
Boiler,Glycol,ACR0240,Add glycol to system,MEMBER,268.34,0.3,30.00,840.00,46.15,Add up to 1 gallon of glycol 30/70 to system
Boiler,Glycol,ACR0240,Add glycol to system,STANDARD,298.15,0.3,30.00,840.00,46.15,Add up to 1 gallon of glycol 30/70 to system
Boiler,Glycol,ACR0240,Add glycol to system,RUMI,331.28,0.3,30.00,840.00,46.15,Add up to 1 gallon of glycol 30/70 to system
Plumbing,Diagnostic Services,SD001,Plumbing Permit Process Fee,MEMBER,468.00,0.6,120.00,600.00,160.00,"Includes local permit fee. 1 permit only, to be closed within 30 days of pulling."
Plumbing,Diagnostic Services,SD001,Plumbing Permit Process Fee,STANDARD,520.00,0.6,120.00,600.00,160.00,"Includes local permit fee. 1 permit only, to be closed within 30 days of pulling."
Plumbing,Diagnostic Services,SD010,Plumbing Diagnostic Minor (Low Pressure),MEMBER,216.00,0.4,0.00,600.00,0.00,Test house water pressure & determine extent of problem.
Plumbing,Diagnostic Services,SD010,Plumbing Diagnostic Minor (Low Pressure),STANDARD,240.00,0.4,0.00,600.00,0.00,Test house water pressure & determine extent of problem.
Plumbing,Diagnostic Services,SD015,Plumbing Diagnostic Major (Slab Leak Or Loop Leak),MEMBER,540.00,1,0.00,600.00,0.00,"Diagnostic, usually unexposed leak. Identify both ends of a leaking copper loop in the slab. Excludes patchwork, replacing damaged piping, painting & repairs to walls."
Plumbing,Diagnostic Services,SD015,Plumbing Diagnostic Major (Slab Leak Or Loop Leak),STANDARD,600.00,1,0.00,600.00,0.00,"Diagnostic, usually unexposed leak. Identify both ends of a leaking copper loop in the slab. Excludes patchwork, replacing damaged piping, painting & repairs to walls."
Plumbing,Diagnostic Services,SD019,"Open Ceiling, Expose Leak",MEMBER,162.00,0.3,0.00,600.00,0.00,"Layout drop cloth, cut open ceiling, expose leak & remove debris."
Plumbing,Diagnostic Services,SD019,"Open Ceiling, Expose Leak",STANDARD,180.00,0.3,0.00,600.00,0.00,"Layout drop cloth, cut open ceiling, expose leak & remove debris."
Plumbing,Diagnostic Services,SD020,Minor Water Leak Search,MEMBER,162.00,0.3,0.00,600.00,0.00,"Visually inspect plumbing fixtures, valves & piping. Locate leak (leak exposed). Includes tightening existing fitting or pipe if conditions allow."
Plumbing,Diagnostic Services,SD020,Minor Water Leak Search,STANDARD,180.00,0.3,0.00,600.00,0.00,"Visually inspect plumbing fixtures, valves & piping. Locate leak (leak exposed). Includes tightening existing fitting or pipe if conditions allow."
Plumbing,Diagnostic Services,SD021,Minor Diagnostic & Solution,MEMBER,270.00,0.5,0.00,600.00,0.00,"Visually inspect plumbing fixtures, valves & piping. Includes tightening existing fitting or pipe, adjusting temperature setting on water heater, locating or opening valve."
Plumbing,Diagnostic Services,SD021,Minor Diagnostic & Solution,STANDARD,300.00,0.5,0.00,600.00,0.00,"Visually inspect plumbing fixtures, valves & piping. Includes tightening existing fitting or pipe, adjusting temperature setting on water heater, locating or opening valve."
Plumbing,Diagnostic Services,SD025,Major Water Leak Search (Unseen),MEMBER,540.00,1,0.00,600.00,0.00,"Perform leak search to determine source of water leak. Check meter, locate house valve, determine if leak is in yard or under slab. Advise customer of options."
Plumbing,Diagnostic Services,SD025,Major Water Leak Search (Unseen),STANDARD,600.00,1,0.00,600.00,0.00,"Perform leak search to determine source of water leak. Check meter, locate house valve, determine if leak is in yard or under slab. Advise customer of options."
Plumbing,Diagnostic Services,SD026,Shower Pan Leak Test,MEMBER,297.00,0.55,0.00,600.00,0.00,"Perform leak search, cap shower drain & test for leak."
Plumbing,Diagnostic Services,SD026,Shower Pan Leak Test,STANDARD,330.00,0.55,0.00,600.00,0.00,"Perform leak search, cap shower drain & test for leak."
Plumbing,Diagnostic Services,SD075,Complete Plumbing System Inspection,MEMBER,216.00,0.4,0.00,600.00,0.00,"Inspect complete system, provide complete report for real estate inspection single family home. Sewer inspection additional."
Plumbing,Diagnostic Services,SD075,Complete Plumbing System Inspection,STANDARD,240.00,0.4,0.00,600.00,0.00,"Inspect complete system, provide complete report for real estate inspection single family home. Sewer inspection additional."
Plumbing,Diagnostic Services,SD076,Smoke Test Drainage System or Odor Search,MEMBER,552.00,1,10.00,600.00,13.33,Test drainage system for leaks.
Plumbing,Diagnostic Services,SD076,Smoke Test Drainage System or Odor Search,STANDARD,613.33,1,10.00,600.00,13.33,Test drainage system for leaks.
Plumbing,Diagnostic Services,SD079,Water Leak Detection,MEMBER,540.00,1,0.00,600.00,0.00,Perform test to determine location of water leak.
Plumbing,Diagnostic Services,SD079,Water Leak Detection,STANDARD,600.00,1,0.00,600.00,0.00,Perform test to determine location of water leak.
Plumbing,Diagnostic Services,SD080,Low Flow Compliance Inspection,MEMBER,270.00,0.5,0.00,600.00,0.00,Low flow compliance inspection for home sale or purchase.
Plumbing,Diagnostic Services,SD080,Low Flow Compliance Inspection,STANDARD,300.00,0.5,0.00,600.00,0.00,Low flow compliance inspection for home sale or purchase.
Plumbing,Customer Supplied,BSI140,Bar Sink & Faucet Install,MEMBER,547.20,1,6.00,600.00,8.00,Install customer supplied bar sink & faucet. Includes new trap & supplies. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,BSI140,Bar Sink & Faucet Install,STANDARD,608.00,1,6.00,600.00,8.00,Install customer supplied bar sink & faucet. Includes new trap & supplies. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD020,Hot Water Dispenser New Install,MEMBER,541.36,1,1.13,600.00,1.51,Install new customer supplied hot water dispenser. Excludes electrical service. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD020,Hot Water Dispenser New Install,STANDARD,601.51,1,1.13,600.00,1.51,Install new customer supplied hot water dispenser. Excludes electrical service. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD021,Hot Water Dispenser Replacement,MEMBER,271.36,0.5,1.13,600.00,1.51,Replacement of old hot water dispenser (customer supplied). Excludes electrical service. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD021,Hot Water Dispenser Replacement,STANDARD,301.51,0.5,1.13,600.00,1.51,Replacement of old hot water dispenser (customer supplied). Excludes electrical service. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD050,Food Waste Disposer New Install,MEMBER,411.14,0.7,27.62,600.00,36.83,Install customer supplied food waste disposer (Major). Electrical service connection not included. No warranty on customer supplied materials. Labor warr - 30 days.
Plumbing,Customer Supplied,CSD050,Food Waste Disposer New Install,STANDARD,456.83,0.7,27.62,600.00,36.83,Install customer supplied food waste disposer (Major). Electrical service connection not included. No warranty on customer supplied materials. Labor warr - 30 days.
Plumbing,Customer Supplied,CSD051,Food Waste Disposer Replacement,MEMBER,274.46,0.5,3.72,600.00,4.96,Replace customer supplied food waste disposer (Minor). No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSD051,Food Waste Disposer Replacement,STANDARD,304.96,0.5,3.72,600.00,4.96,Replace customer supplied food waste disposer (Minor). No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF080,Lavatory Faucet 2 Handle Wideset,MEMBER,557.14,1,14.28,600.00,19.04,Install customer supplied wideset 2 handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF080,Lavatory Faucet 2 Handle Wideset,STANDARD,619.04,1,14.28,600.00,19.04,Install customer supplied wideset 2 handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF085,Lavatory Faucet 2 Handle Centerset Or Single Handle,MEMBER,233.14,0.4,14.28,600.00,19.04,Install customer supplied 2 handle centerset or single handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF085,Lavatory Faucet 2 Handle Centerset Or Single Handle,STANDARD,259.04,0.4,14.28,600.00,19.04,Install customer supplied 2 handle centerset or single handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF120,Tub/Shower Valve Install,MEMBER,867.52,1.5,47.93,600.00,63.91,Install customer supplied tub/shower valve. Tile repair not included. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSF120,Tub/Shower Valve Install,STANDARD,963.91,1.5,47.93,600.00,63.91,Install customer supplied tub/shower valve. Tile repair not included. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH200,Water Heater (40 - 50 Gallon),MEMBER,839.28,1.5,24.40,600.00,32.53,Install customer supplied replacement water heater. Excludes permit. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH200,Water Heater (40 - 50 Gallon),STANDARD,932.53,1.5,24.40,600.00,32.53,Install customer supplied replacement water heater. Excludes permit. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH275,Water Heater (80 Gallon),MEMBER,1111.70,2,26.42,600.00,35.23,Install customer supplied replacement water heater. Excludes permit. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH275,Water Heater (80 Gallon),STANDARD,1235.23,2,26.42,600.00,35.23,Install customer supplied replacement water heater. Excludes permit. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH475,POU Water Heater,MEMBER,568.30,1,23.58,600.00,31.44,Install customer supplied point of use electric water heater. (New electric not included.) No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSH475,POU Water Heater,STANDARD,631.44,1,23.58,600.00,31.44,Install customer supplied point of use electric water heater. (New electric not included.) No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSK100,Standard Kitchen Faucet,MEMBER,417.92,0.75,10.77,600.00,14.36,Remove existing & install owner supplied standard kitchen faucet with hot & cold supplies. No warranty on customer supplied materials. Labor warr - 30 days.
Plumbing,Customer Supplied,CSK100,Standard Kitchen Faucet,STANDARD,464.36,0.75,10.77,600.00,14.36,Remove existing & install owner supplied standard kitchen faucet with hot & cold supplies. No warranty on customer supplied materials. Labor warr - 30 days.
Plumbing,Customer Supplied,CSK105,Designer Kitchen Faucet,MEMBER,552.92,1,10.77,600.00,14.36,Remove existing & install cust supplied designer/widespread kitchen faucet with new hot & cold supplies. No warranty on cust supplied mat. Labor warr-30days.
Plumbing,Customer Supplied,CSK105,Designer Kitchen Faucet,STANDARD,614.36,1,10.77,600.00,14.36,Remove existing & install cust supplied designer/widespread kitchen faucet with new hot & cold supplies. No warranty on cust supplied mat. Labor warr-30days.
Plumbing,Customer Supplied,CSP190,Replace Sump Pump,MEMBER,407.40,0.75,2.00,600.00,2.67,Remove existing & install customer supplied sump pump. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSP190,Replace Sump Pump,STANDARD,452.67,0.75,2.00,600.00,2.67,Remove existing & install customer supplied sump pump. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS140,Bar Sink Install,MEMBER,405.00,0.75,0.00,600.00,0.00,Install owner supplied bar sink. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS140,Bar Sink Install,STANDARD,450.00,0.75,0.00,600.00,0.00,Install owner supplied bar sink. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS150,Vanity Installation W/ Sink & Faucet,MEMBER,867.38,1.5,47.82,600.00,63.76,"Remove existing & install customer supplied vanity, faucet & sink basin. Includes new trap & supplies. No warranty on cust supplied mat. Labor warranty - 30 days."
Plumbing,Customer Supplied,CSS150,Vanity Installation W/ Sink & Faucet,STANDARD,963.76,1.5,47.82,600.00,63.76,"Remove existing & install customer supplied vanity, faucet & sink basin. Includes new trap & supplies. No warranty on cust supplied mat. Labor warranty - 30 days."
Plumbing,Customer Supplied,CSS200,Self Rim Lavatory Sink & Faucet,MEMBER,462.38,0.75,47.82,600.00,63.76,Remove existing sink & install customer supplied self rim lavatory sink & faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS200,Self Rim Lavatory Sink & Faucet,STANDARD,513.76,0.75,47.82,600.00,63.76,Remove existing sink & install customer supplied self rim lavatory sink & faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS205,Wall Hung Lavatory Sink & Faucet,MEMBER,867.38,1.5,47.82,600.00,63.76,Remove existing sink & install cust supplied wall hung lav sink & faucet. (Assumes wall support matches new unit.) No warr on cust supplied mat. Labor warr-30 days
Plumbing,Customer Supplied,CSS205,Wall Hung Lavatory Sink & Faucet,STANDARD,963.76,1.5,47.82,600.00,63.76,Remove existing sink & install cust supplied wall hung lav sink & faucet. (Assumes wall support matches new unit.) No warr on cust supplied mat. Labor warr-30 days
Plumbing,Customer Supplied,CSS215,Pedestal Lavatory Sink & Faucet,MEMBER,867.38,1.5,47.82,600.00,63.76,"Remove existing sink & install cust supplied pedestal lav sink & faucet. (Excludes sheetrock/stud install, if app.) No warr on cust supplied mat. Labor warr-30 days"
Plumbing,Customer Supplied,CSS215,Pedestal Lavatory Sink & Faucet,STANDARD,963.76,1.5,47.82,600.00,63.76,"Remove existing sink & install cust supplied pedestal lav sink & faucet. (Excludes sheetrock/stud install, if app.) No warr on cust supplied mat. Labor warr-30 days"
Plumbing,Customer Supplied,FL080,Customer Supplied Lavatory Faucet Wideset 2 Handle,MEMBER,557.14,1,14.28,600.00,19.04,Install customer supplied wideset 2 handle faucet. Some faucets may req additional work. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,FL080,Customer Supplied Lavatory Faucet Wideset 2 Handle,STANDARD,619.04,1,14.28,600.00,19.04,Install customer supplied wideset 2 handle faucet. Some faucets may req additional work. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,FL085,"Customer Supplied Lav Faucet 2"" Center Or Single Handle",MEMBER,422.14,0.75,14.28,600.00,19.04,Install customer supplied 2 handle center set or single handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,FL085,"Customer Supplied Lav Faucet 2"" Center Or Single Handle",STANDARD,469.04,0.75,14.28,600.00,19.04,Install customer supplied 2 handle center set or single handle faucet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS800,Standard Self Rim 2522 Kitchen Sink & Faucet,MEMBER,579.28,1,32.73,600.00,43.64,Install cust supplied standard self rim 2522 kitchen sink & faucet. (Assumes pre-cut countertop.) No warr on cust supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS800,Standard Self Rim 2522 Kitchen Sink & Faucet,STANDARD,643.64,1,32.73,600.00,43.64,Install cust supplied standard self rim 2522 kitchen sink & faucet. (Assumes pre-cut countertop.) No warr on cust supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CSS802,Standard 3322 Self Rim Double Compartment Kit Sink,MEMBER,614.32,1,61.93,600.00,82.57,Install cust supplied standard 3322 self rim double compartment kitchen sink & faucet. (Assumes pre-cut countertop.) No warr on cust mat. Labor warr - 30 days.
Plumbing,Customer Supplied,CSS802,Standard 3322 Self Rim Double Compartment Kit Sink,STANDARD,682.57,1,61.93,600.00,82.57,Install cust supplied standard 3322 self rim double compartment kitchen sink & faucet. (Assumes pre-cut countertop.) No warr on cust mat. Labor warr - 30 days.
Plumbing,Customer Supplied,CST100,Standard 2PC Toilet Install,MEMBER,416.72,0.7,32.27,600.00,43.03,Remove & dispose of existing toilet. Install cust supplied standard 2pc toilet & seat. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CST100,Standard 2PC Toilet Install,STANDARD,463.03,0.7,32.27,600.00,43.03,Remove & dispose of existing toilet. Install cust supplied standard 2pc toilet & seat. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CST101,Low Profile 1PC Toilet Install,MEMBER,416.72,0.7,32.27,600.00,43.03,Remove & dispose of existing toilet. Install customer supplied low profile toilet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CST101,Low Profile 1PC Toilet Install,STANDARD,463.03,0.7,32.27,600.00,43.03,Remove & dispose of existing toilet. Install customer supplied low profile toilet. No warranty on customer supplied materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CST108,Cast Iron 5FT Tub Install (Claw foot tub),MEMBER,1233.47,2.2,37.89,600.00,50.52,Install cust supplied cast iron tub in existing opening. Excl old tub demo. (Req 2 men. Assumes delivery to install area.) No warr on cust sup mat. Lab warr-30 days
Plumbing,Customer Supplied,CST108,Cast Iron 5FT Tub Install (Claw foot tub),STANDARD,1370.52,2.2,37.89,600.00,50.52,Install cust supplied cast iron tub in existing opening. Excl old tub demo. (Req 2 men. Assumes delivery to install area.) No warr on cust sup mat. Lab warr-30 days
Plumbing,Customer Supplied,CST109,Steel Or Fiberglass 5FT Tub Install,MEMBER,1125.47,2,37.89,600.00,50.52,Install cust supplied steel or fiberglass tub in existing opening. Excl old tub demo. (Req 2 men.) No warranty on cust sup materials. Labor warranty - 30 days.
Plumbing,Customer Supplied,CST109,Steel Or Fiberglass 5FT Tub Install,STANDARD,1250.52,2,37.89,600.00,50.52,Install cust supplied steel or fiberglass tub in existing opening. Excl old tub demo. (Req 2 men.) No warranty on cust sup materials. Labor warranty - 30 days.
Plumbing,Diagnostic,DCC001,Travel to house and Diagnose Drain Clean,MEMBER,43.20,0.08,0.00,600.00,0.00,
Plumbing,Diagnostic,DCC001,Travel to house and Diagnose Drain Clean,STANDARD,48.00,0.08,0.00,600.00,0.00,
Plumbing,Camera,DCC001,Camera Drain Line (Minimum Charge),MEMBER,318.60,0.59,0.00,600.00,0.00,Includes up to 1 hours of camera work & video of drain lines.
Plumbing,Camera,DCC001,Camera Drain Line (Minimum Charge),STANDARD,354.00,0.59,0.00,600.00,0.00,Includes up to 1 hours of camera work & video of drain lines.
Plumbing,Camera,DCC002,Camera Drain Line (Additional  1/2 Hour),MEMBER,108.00,0.2,0.00,600.00,0.00,Additional 1/2 hour of camera work & video of drain lines.
Plumbing,Camera,DCC002,Camera Drain Line (Additional  1/2 Hour),STANDARD,120.00,0.2,0.00,600.00,0.00,Additional 1/2 hour of camera work & video of drain lines.
Plumbing,Camera,DCC003,Sewer Inspection Video,MEMBER,45.00,0.05,15.00,600.00,20.00,Provide video of sewer inspection to customer.
Plumbing,Camera,DCC003,Sewer Inspection Video,STANDARD,50.00,0.05,15.00,600.00,20.00,Provide video of sewer inspection to customer.
Plumbing,Main Line Stoppages,DC021,Replace Brass Clean Out Cap (Cut-Off),MEMBER,152.76,0.25,14.80,600.00,19.73,Cut off brass clean out cap & replace with new.
Plumbing,Main Line Stoppages,DC021,Replace Brass Clean Out Cap (Cut-Off),STANDARD,169.73,0.25,14.80,600.00,19.73,Cut off brass clean out cap & replace with new.
Plumbing,Main Line Stoppages,DC022,Install Outside Clean Out (Minor),MEMBER,876.14,1.5,55.12,600.00,73.49,"Locate building drain, cut into & install clean out on sewer line to street."
Plumbing,Main Line Stoppages,DC022,Install Outside Clean Out (Minor),STANDARD,973.49,1.5,55.12,600.00,73.49,"Locate building drain, cut into & install clean out on sewer line to street."
Plumbing,Main Line Stoppages,DC023,Install Outside Clean Out (Major),MEMBER,1432.58,2.5,68.82,600.00,91.76,"Locate building drain, cut into & install clean out on sewer line to street."
Plumbing,Main Line Stoppages,DC023,Install Outside Clean Out (Major),STANDARD,1591.76,2.5,68.82,600.00,91.76,"Locate building drain, cut into & install clean out on sewer line to street."
Plumbing,Main Line Stoppages,DC026,Main Line Stoppage Outside Clean Out (Max 75'),MEMBER,313.20,0.58,0.00,600.00,0.00,Clear stoppage in main line through outside clean out with up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC026,Main Line Stoppage Outside Clean Out (Max 75'),STANDARD,348.00,0.58,0.00,600.00,0.00,Clear stoppage in main line through outside clean out with up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC027,Main Line Stoppage Inside Clean Out (Max 75'),MEMBER,313.20,0.58,0.00,600.00,0.00,Clear stoppage in main line through inside clean out with up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC027,Main Line Stoppage Inside Clean Out (Max 75'),STANDARD,348.00,0.58,0.00,600.00,0.00,Clear stoppage in main line through inside clean out with up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC029,Main Line Stoppage Vent On Roof Single Story (Max 75'),MEMBER,313.20,0.58,0.00,600.00,0.00,Clear stoppage through vent on roof. Single story building. Up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC029,Main Line Stoppage Vent On Roof Single Story (Max 75'),STANDARD,348.00,0.58,0.00,600.00,0.00,Clear stoppage through vent on roof. Single story building. Up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC030,Main Line Stoppage Vent On Roof 2 Story (Max 75'),MEMBER,313.20,0.58,0.00,600.00,0.00,Clear stoppage through vent on roof. Up to 75' of cable (1 spool). Second floor or steep roof requiring assistance.
Plumbing,Main Line Stoppages,DC030,Main Line Stoppage Vent On Roof 2 Story (Max 75'),STANDARD,348.00,0.58,0.00,600.00,0.00,Clear stoppage through vent on roof. Up to 75' of cable (1 spool). Second floor or steep roof requiring assistance.
Plumbing,Main Line Stoppages,DC032,Excessive Roots In Main Up to 75FT (Add-On),MEMBER,382.50,0.75,0.00,600.00,0.00,"Add-on to main line stoppage tasks, up to 75', due to excessive tree roots. Requires several passes with cutter blades."
Plumbing,Main Line Stoppages,DC032,Excessive Roots In Main Up to 75FT (Add-On),STANDARD,450.00,0.75,0.00,600.00,0.00,"Add-on to main line stoppage tasks, up to 75', due to excessive tree roots. Requires several passes with cutter blades."
Plumbing,Main Line Stoppages,DC034,Main Line Stoppage Outside Clean-Out (76'-150'),MEMBER,591.60,1.16,0.00,600.00,0.00,Clear stoppage in main line through outside clean-out with up to 150' of cable (2 spools).
Plumbing,Main Line Stoppages,DC034,Main Line Stoppage Outside Clean-Out (76'-150'),STANDARD,696.00,1.16,0.00,600.00,0.00,Clear stoppage in main line through outside clean-out with up to 150' of cable (2 spools).
Plumbing,Main Line Stoppages,DC035,Main Line Stoppage Inside Clean-Out (76'-150'),MEMBER,591.60,1.16,0.00,600.00,0.00,Clear stoppage in main line through inside clean-out with up to 150' of cable (2 spools).
Plumbing,Main Line Stoppages,DC035,Main Line Stoppage Inside Clean-Out (76'-150'),STANDARD,696.00,1.16,0.00,600.00,0.00,Clear stoppage in main line through inside clean-out with up to 150' of cable (2 spools).
Plumbing,Main Line Stoppages,DC040,Main Line Stoppage - Pull & Reset Toilet (Max 75'),MEMBER,678.30,1.33,0.00,600.00,0.00,Clear main line stoppage by pulling & resetting toilet with up to 75' of cable (1 spool).
Plumbing,Main Line Stoppages,DC040,Main Line Stoppage - Pull & Reset Toilet (Max 75'),STANDARD,798.00,1.33,0.00,600.00,0.00,Clear main line stoppage by pulling & resetting toilet with up to 75' of cable (1 spool).
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC001,Kitchen/Lavatory Stoppage - Remove Trap (Minor),MEMBER,135.00,0.25,0.00,600.00,0.00,Pull trap & clear stoppage in waste arm with hand snake or auger.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC001,Kitchen/Lavatory Stoppage - Remove Trap (Minor),STANDARD,150.00,0.25,0.00,600.00,0.00,Pull trap & clear stoppage in waste arm with hand snake or auger.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC002,Kitchen/Lavatory Stoppage - Remove Trap (Major),MEMBER,189.00,0.35,0.00,600.00,0.00,Pull trap & clear stoppage in main line with k-50 electric sewer machine.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC002,Kitchen/Lavatory Stoppage - Remove Trap (Major),STANDARD,210.00,0.35,0.00,600.00,0.00,Pull trap & clear stoppage in main line with k-50 electric sewer machine.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC004,Kitchen/Lavatory Stoppage - Through Roof Vent 1-Story,MEMBER,313.20,0.58,0.00,600.00,0.00,Clear stoppage through vent stack on roof with up to 75' cable.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC004,Kitchen/Lavatory Stoppage - Through Roof Vent 1-Story,STANDARD,348.00,0.58,0.00,600.00,0.00,Clear stoppage through vent stack on roof with up to 75' cable.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC005,Kitchen/Lavatory Stoppage - Through Roof Vent 2-Story,MEMBER,351.00,0.65,0.00,600.00,0.00,Clear stoppage through vent stack on roof with up to 75' of cable. Second floor or steep roof requires assistance.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC005,Kitchen/Lavatory Stoppage - Through Roof Vent 2-Story,STANDARD,390.00,0.65,0.00,600.00,0.00,Clear stoppage through vent stack on roof with up to 75' of cable. Second floor or steep roof requires assistance.
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC006,Maintenance Additional Stack (Add-On),MEMBER,313.20,0.58,0.00,600.00,0.00,Preventative maintenance on additonal systems same roof - single story building - up to 75' of cable. (Add-on task to main line stoppage.)
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC006,Maintenance Additional Stack (Add-On),STANDARD,348.00,0.58,0.00,600.00,0.00,Preventative maintenance on additonal systems same roof - single story building - up to 75' of cable. (Add-on task to main line stoppage.)
Plumbing,Sink/Tubs/Urinal & Toilet Stoppages,DC007,Kitchen/Lav Stoppage - Through Outside Clean-Out,MEMBER,189.00,0.35,0.00,600.00,0.00,Clear stoppage in main line from an exposed clean-out located outside.
